4275.00	74.34
4280.00	73.91
4285.00	73.41
4290.00	72.99
4295.00	72.56
4300.00	72.13
4305.00	71.70
4310.00	71.20
4315.00	70.78
4320.00	70.35
4325.00	69.85
4330.00	69.42
4335.00	68.92
4340.00	68.49
4345.00	67.72
4350.00	66.90
4355.00	66.19
4360.00	65.37
4365.00	64.55
4370.00	63.73
4375.00	62.91
4380.00	62.09
4385.00	61.15
4390.00	60.32
4395.00	59.39
4400.00	58.56
4405.00	57.63
4410.00	56.69
4415.00	55.75
4420.00	54.81
4425.00	53.87
4430.00	52.81
4435.00	51.88
4440.00	50.82
4445.00	49.76
4450.00	48.71
4455.00	47.65
4460.00	46.48
4465.00	45.30
4470.00	44.13
4475.00	42.96
4480.00	41.67
4485.00	40.37
4490.00	39.08
4495.00	37.67
4500.00	36.27
4505.00	30.37
4510.00	24.08
4515.00	12.67
4520.00	0.0

